s,a,r,sp
32085,2,0,13804
89449,0,0,38439
66980,0,0,71051
98003,1,0,839
17406,1,0,32995
44800,0,0,22951
42838,0,0,96502
30373,0,-1,66867
49101,1,0,4260
38280,0,0,1841
82647,0,-1,57796
69714,0,-1,45687
18663,0,0,38445
94468,0,0,18834
38445,0,-1,82155
73681,1,0,44024
43381,1,0,75574
52121,1,0,78625
24300,1,0,6019
81664,1,0,48786
44024,0,0,46076
73028,0,0,58858
15591,0,0,4690
87770,0,0,3574
86623,1,0,76546
34523,0,0,34023
94493,0,0,14275
12938,0,-1,23673
79183,0,-1,66320
80431,0,0,2453
57539,0,0,31921
62764,0,-1,19074
69688,0,-1,13810
81466,1,0,51809
12279,1,0,83359
21019,1,0,86410
32085,1,0,13804
89449,1,0,72923
51809,0,0,56407
83359,0,0,18380
86410,0,0,1556
91276,1,0,88428
50395,0,0,17964
33879,0,-1,49917
57651,2,0,95725
10657,0,-1,62436
95593,0,0,68946
93319,0,0,88050
94247,2,0,65327
45283,0,0,84151
88050,0,0,37433
65327,0,-1,75186
52571,0,-1,51174
31850,0,0,95618
32377,0,0,71709
98962,1,0,19741
87493,1,0,8272
99026,1,0,86623
28083,0,0,18158
64134,2,0,94493
93450,1,0,39601
81981,1,0,33433
17935,0,0,6354
18158,0,0,66208
94493,0,0,14275
39601,1,0,2475
33433,0,0,67252
6354,0,-1,96223
77964,0,-1,79195
1347,0,-1,10358
59681,0,0,53735
90101,0,-1,12600
31761,1,0,2104
1461,1,0,33654
10201,1,0,75592
82380,0,0,28666
2529,1,0,73774
6041,0,0,30373
39139,1,0,60137
15591,0,0,8840
80402,0,0,54800
17935,0,0,6354
97469,0,-1,20429
41526,1,0,96685
63063,0,-1,24542
4065,0,0,81829
37433,2,0,78230
31508,0,0,65327
81829,0,0,81518
78230,0,-1,81977
74735,0,-1,61637
12454,1,0,43910
43267,1,0,14347
52007,1,0,17398
24186,1,0,44792
81550,1,0,87559
43910,0,0,86697
43289,1,0,80639
19741,0,0,88558
81981,0,0,86971
17935,0,0,6354
18158,0,0,66208
54348,0,0,42767
88558,0,0,93450
86971,0,-1,95512
4762,0,-1,52708
398,0,-1,81270
17901,0,-1,82155
81466,1,0,51809
12279,1,0,83359
21019,2,0,86410
32085,1,0,13804
89449,1,0,72923
51809,1,0,38285
83359,1,0,86195
86410,0,0,85197
13804,0,0,41966
50395,0,0,17964
15757,0,0,71140
84029,0,0,86425
80680,0,0,80342
60815,0,-1,60328
69578,0,-1,5709
70284,0,-1,21172
39466,0,-1,73734
36929,1,0,7272
67742,0,0,35280
10201,1,0,75592
82380,0,0,37643
95154,1,0,43864
59779,0,0,99139
503,2,0,61112
84357,0,0,73456
28666,0,0,66402
66121,1,0,33509
30373,0,-1,66867
60559,0,0,15549
63063,0,-1,24542
81518,0,-1,61397
76423,1,0,28906
68753,0,0,8046
28906,1,0,79966
8046,0,-1,41579
31850,1,0,2193
62663,0,0,30201
5122,1,0,31626
77301,1,0,59020
34665,1,0,18139
97025,1,0,83501
30201,2,0,63596
31626,1,0,63567
59020,0,0,66991
66121,0,0,30257
77365,0,0,76865
594,0,-1,54020
4486,0,0,95039
5809,0,0,18778
91051,0,-1,15062
43020,0,0,75005
98697,0,-1,82619
50451,0,-1,5972
38062,1,0,8405
7762,1,0,39955
16502,1,0,43006
88681,1,0,70400
46045,1,0,13167
8405,0,0,34961
46792,0,0,92346
15591,0,0,4690
87770,1,0,45862
66121,0,0,30257
86697,0,0,86197
594,0,-1,54020
81456,0,-1,5428
84285,0,0,97254
97469,0,-1,86798
40539,0,0,90837
83473,0,-1,5972
96110,1,0,82805
26923,1,0,98003
35663,1,0,17406
63081,0,0,71437
9019,1,0,15028
10266,0,0,27308
39139,0,0,96496
19741,1,0,51682
67012,0,0,25618
17935,1,0,69144
18158,0,0,66208
594,0,-1,54020
4486,0,0,95039
5809,0,0,18778
49162,0,0,4634
92230,0,-1,95267
23049,0,-1,55760
39920,0,-1,51174
81466,1,0,51809
12279,1,0,83359
21019,0,0,13673
32085,1,0,13804
89449,1,0,72923
51809,0,0,56407
83359,0,0,18380
13673,2,0,85197
13804,1,0,10956
72923,1,0,47894
56407,0,-1,29831
37565,0,-1,95296
24997,0,-1,69771
11956,0,0,21082
8072,0,0,80577
86517,0,0,23442
25800,0,-1,83568
50805,1,0,21148
20505,0,0,36325
2465,1,0,84357
74644,1,0,56536
2529,1,0,73774
6041,0,0,99139
36325,1,0,66511
84357,0,0,73456
56536,1,0,53515
73774,0,0,9755
30373,0,-1,66867
68223,0,0,28836
63063,0,-1,24542
3399,0,0,16
37433,0,-1,81977
36903,0,0,50678
2587,0,-1,7585
81466,1,0,51809
12279,0,0,46098
21019,1,0,86410
32085,1,0,13804
89449,1,0,72923
51809,0,0,56407
46098,0,-1,10693
10143,0,0,98855
59459,1,0,17551
75012,0,0,21602
25868,0,-1,93974
38873,0,0,12490
8677,0,0,28459
59063,0,-1,14072
99050,1,0,69198
85367,0,-1,59567
34539,0,0,15764
7762,1,0,39955
16502,0,0,25115
83621,1,0,49161
95154,1,0,43864
85324,0,-1,24108
47046,1,0,6342
86740,0,0,57585
84312,1,0,76277
81403,0,0,76083
28599,1,0,83758
88819,0,-1,82538
59261,0,0,71773
37433,0,-1,81977
17751,0,0,74735
24167,0,0,89618
74735,0,-1,61637
82913,0,0,76967
30078,1,0,1158
22466,1,0,4209
10997,1,0,31603
52009,1,0,74370
76967,2,0,57854
1158,0,0,14244
82274,0,0,24339
30411,1,0,27563
73178,0,0,99026
34523,0,0,34023
594,0,-1,54020
81456,0,-1,5428
84285,0,0,97254
60513,1,0,68960
97874,0,0,27471
97254,0,-1,28669
63007,0,0,56105
88372,0,-1,828
34777,0,0,28321
1895,0,0,6074
48933,1,0,93450
25618,1,0,81981
91475,1,0,17935
72682,0,0,88315
6074,0,0,94493
93450,0,0,12938
81981,0,0,86971
17935,1,0,69144
88315,0,-1,20429
60821,0,0,75900
63063,0,-1,24542
84151,0,-1,61397
76423,1,0,28906
22464,0,-1,41579
31761,1,0,2104
1461,1,0,33654
10201,1,0,75592
82380,0,0,37643
95154,1,0,43864
59779,0,0,91764
39417,0,0,53737
76982,1,0,92571
37643,0,0,66680
43864,1,0,33787
91764,0,-1,24108
56687,0,-1,43529
75809,0,0,84548
48856,0,-1,6975
72226,0,0,83594
28299,0,0,13544
52728,0,-1,4086
32983,2,0,19678
2683,1,0,34876
11423,0,0,63724
66991,1,0,87770
94876,1,0,66121
98388,0,0,34523
43289,1,0,80639
67874,0,0,66026
81981,0,0,86971
17935,1,0,69144
97469,0,-1,20429
41526,1,0,96685
6974,0,0,59150
82647,0,-1,57796
27122,0,0,34192
63559,0,0,97378
71700,2,0,32440
34192,0,-1,45687
38445,0,-1,82155
81466,1,0,51809
12279,1,0,83359
21019,1,0,86410
32085,1,0,13804
89449,0,0,84381
51809,1,0,38285
83359,1,0,86195
86410,0,0,85197
13804,0,0,64494
84381,0,-1,52896
50041,0,0,20646
56626,0,0,31008
1179,0,-1,90724
75154,0,-1,56522
31599,0,-1,27747
37572,1,0,7915
7272,0,0,28672
94812,1,0,15591
66991,1,0,87770
94876,1,0,66121
98388,0,0,34523
71709,0,0,30315
93450,0,0,12938
81981,1,0,33433
17935,1,0,69144
97469,0,-1,20429
96643,0,0,37275
63063,0,-1,24542
3399,0,0,16
93410,0,0,78230
13399,0,0,91586
16,0,-1,61397
2416,0,-1,99071
82913,1,0,69608
30078,1,0,1158
22466,0,0,70650
89062,1,0,9668
30074,1,0,52435
47673,1,0,17797
79223,0,0,18635
13928,0,0,52021
8272,0,0,17579
17935,0,0,6354
20499,0,0,66432
594,0,-1,54020
90788,1,0,22981
32135,0,0,46866
91051,0,-1,15062
66460,0,-1,84224
42647,0,-1,73973
71135,1,0,57830
1948,1,0,73028
10688,0,0,63724
66991,1,0,87770
94876,1,0,66121
98388,0,0,30373
39139,0,0,96496
67874,0,0,66026
81981,0,0,86971
17935,1,0,69144
97469,0,-1,20429
98684,0,-1,96982
70743,0,0,81064
46416,0,-1,87798
43087,1,0,16420
80852,0,0,88910
16420,0,0,98706
88910,0,-1,33065
96110,1,0,82805
26923,1,0,98003
35663,1,0,17406
63081,0,0,82863
4093,0,0,47917
15345,0,0,27586
39417,1,0,76767
76982,1,0,92571
24253,0,-1,67703
45692,0,-1,98056
26006,0,0,24409
51585,1,0,65443
76928,0,0,65906
44911,0,0,94695
41432,0,0,75251
91558,0,-1,57639
65833,0,0,48951
30617,0,-1,96377
34539,1,0,4882
65352,1,0,36432
57740,0,0,70269
88681,0,0,37643
95154,1,0,43864
59779,1,0,34606
39417,1,0,76767
80342,0,-1,43755
25887,0,0,51801
92821,1,0,43857
15024,0,0,20519
8435,0,0,25576
60198,0,-1,66320
80431,0,0,2453
73620,0,-1,88466
15694,0,0,50888
2416,0,-1,99071
62677,1,0,49372
32377,2,0,64570
41117,1,0,67621
29648,1,0,95015
70660,1,0,54134
49372,0,0,86697
43289,0,0,37335
93450,0,0,12938
81981,1,0,33433
17935,0,0,6354
18158,0,0,66208
37335,0,0,90953
12938,0,-1,23673
18808,1,0,51025
8081,0,-1,63263
10953,0,-1,96710
21758,0,0,61051
60698,0,0,79800
61051,0,-1,61637
32983,1,0,19678
2683,1,0,34876
11423,0,0,63724
66991,1,0,87770
94876,1,0,66121
98388,1,0,56863
39139,0,0,92346
63724,0,0,52021
8272,1,0,5251
86623,0,0,4966
20499,0,0,66432
594,0,-1,54020
90788,0,-1,5428
84285,0,0,97254
89441,0,0,68960
91420,0,-1,11850
34079,0,-1,51174
41178,0,0,59240
12351,1,0,83431
4739,1,0,86482
93270,1,0,13876
34282,1,0,56643
59240,0,0,81183
46792,0,0,61112
84357,0,0,73456
56536,1,0,53515
73774,1,0,41162
81183,0,-1,62717
56409,0,-1,95265
24966,0,0,81815
67325,0,0,1144
57336,0,0,3293
81815,0,0,1303
1144,0,-1,87798
52728,0,-1,4086
36929,1,0,7272
67742,1,0,38822
60130,1,0,41873
87548,0,0,2162
39744,1,0,45753
2104,0,0,34961
46792,1,0,67790
84357,1,0,99946
31628,0,-1,60050
44717,0,0,12337
68753,0,0,84605
36428,0,0,80062
42108,0,0,32685
4762,0,-1,52708
18098,0,0,94695
4171,0,-1,94759
30591,0,-1,4215
81466,1,0,51809
12279,0,0,156
75077,0,0,28317
63081,1,0,44800
4093,1,0,87567
82805,0,0,75977
4555,0,0,85985
80064,0,-1,95491
16256,1,0,87347
13323,1,0,64359
92684,0,0,35750
16097,0,-1,76740
84285,0,0,97254
37094,1,0,46743
97874,0,0,27471
97254,0,-1,28669
96178,0,0,15666
88372,0,-1,828
45002,1,0,15345
75815,1,0,46895
68203,2,0,49946
56734,1,0,77340
97746,0,0,5231
59779,1,0,34606
39417,1,0,76767
76982,0,0,66081
49161,1,0,62492
5231,0,0,65268
25629,0,0,82856
60137,0,0,95483
4690,0,-1,95491
87347,0,0,90559
1234,0,-1,63263
53524,0,-1,96710
78102,2,0,74735
24167,0,0,89618
74735,0,-1,61637
68602,1,0,38945
38302,1,0,70495
47042,0,0,8143
26555,1,0,47161
83919,1,0,89928
46279,0,0,86697
43289,0,0,37335
15699,0,-1,23673
8681,1,0,18808
76269,0,0,8081
59991,0,0,92908
9735,0,0,12085
18808,1,0,51025
8081,0,-1,63263
10953,0,-1,96710
21758,0,0,61051
60698,0,0,79800
61051,2,0,78102
79800,0,-1,7585
41717,0,0,28321
1895,1,0,43289
98962,0,0,3544
25618,1,0,81981
91475,1,0,17935
72682,0,0,88315
90953,1,0,54348
3544,0,0,48933
81981,1,0,33433
17935,0,0,6354
88315,0,-1,20429
41526,1,0,96685
15237,0,0,43475
38624,0,0,4229
72658,0,-1,83055
16564,0,0,50383
88734,0,-1,85381
2587,0,-1,7585
38062,1,0,8405
7762,1,0,39955
16502,2,0,43006
88681,1,0,70400
46045,0,0,12606
6041,1,0,25629
46792,0,0,92346
15591,0,0,8840
8272,1,0,5251
47990,0,0,81483
20499,0,0,66432
594,0,-1,54020
81456,0,-1,5428
84285,1,0,43692
56246,0,0,91267
91420,0,-1,11850
92190,0,0,29305
8280,0,0,10613
29305,0,-1,51174
50805,1,0,21148
20505,1,0,52698
29245,1,0,55749
17776,0,0,37643
95154,1,0,43864
59779,0,0,91764
39417,0,0,53737
76982,0,0,66081
37643,1,0,83621
43864,1,0,33787
91764,0,-1,31483
64062,0,-1,91115
4464,0,-1,65752
30154,0,0,55889
99807,0,0,25800
55889,0,0,36490
25800,0,-1,83568
81466,1,0,51809
12279,0,0,46098
21019,1,0,86410
32085,1,0,13804
89449,1,0,72923
51809,0,0,59840
88418,0,-1,86757
25094,1,0,81984
17724,0,0,94048
57285,1,0,8321
24997,0,0,47896
21289,0,0,47755
18478,0,-1,28297
78907,0,0,53342
38825,0,-1,14867
93185,0,-1,33065
82913,1,0,69608
30078,0,0,41962
16883,1,0,82274
89062,2,0,9668
30074,1,0,52435
47673,1,0,17797
41962,0,-1,27300
65637,1,0,22527
58267,0,0,98078
51508,0,0,30988
16132,0,0,51153
4486,0,0,95039
5809,1,0,46866
30988,0,0,14454
51153,0,-1,95267
23049,0,-1,55760
1881,2,0,59973
80232,0,0,12217
59973,0,0,34079
12217,0,-1,83568
41178,1,0,27873
27230,0,0,46170
4739,0,0,71377
74644,1,0,56536
2529,1,0,73774
6041,0,0,99139
503,0,-1,96308
43742,0,0,27690
38089,0,0,32135
14454,1,0,49162
62354,0,-1,95267
94863,0,-1,55760
23442,0,0,1881
99807,1,0,52290
1881,0,0,52571
52290,1,0,64463
52571,2,0,34079
64463,0,0,77432
34079,0,-1,51174
76214,0,0,92937
66511,1,0,46792
2465,0,0,80064
66991,1,0,87770
94876,1,0,66121
24171,0,0,32919
43289,1,0,80639
23101,0,0,48933
81981,0,0,86971
17935,1,0,69144
88315,0,-1,20429
41526,1,0,96685
15237,0,0,43475
82647,0,-1,57796
27122,0,0,34192
63559,0,0,97378
80490,0,-1,32376
2416,0,-1,99071
84899,1,0,55242
54599,1,0,86792
63339,1,0,28730
35518,1,0,56124
92882,0,0,82980
27873,0,0,1240
83431,1,0,31028
86482,1,0,2071
13876,0,0,83621
1022,0,-1,13026
81243,0,-1,19534
5867,0,0,49501
90947,0,0,41038
11146,0,0,9727
79303,0,-1,10358
46190,0,-1,73973
34539,1,0,4882
65352,1,0,36432
57740,1,0,39483
46271,0,0,66053
87283,1,0,9644
4882,1,0,36119
36432,0,0,74976
43006,1,0,74947
8463,0,0,66680
43864,0,0,71146
34606,0,0,51622
61112,0,-1,96308
13636,0,0,51905
10488,0,0,8233
91051,0,-1,15062
66460,0,-1,84224
46190,0,-1,73973
58938,0,0,36640
28638,0,0,99171
57740,1,0,39483
46271,1,0,66877
87283,1,0,9644
12241,0,-1,97406
64343,0,0,84353
45444,0,0,88843
76937,1,0,85254
74028,1,0,25064
84353,2,0,5132
88843,0,-1,47154
7525,1,0,39742
78844,0,0,13865
40,0,-1,89019
79906,0,0,94736
15142,0,-1,30535
96637,0,0,13226
66337,1,0,98530
75077,1,0,40468
47256,1,0,67862
4620,0,0,37912
90164,0,-1,49107
38172,1,0,16035
55310,1,0,12200
86803,1,0,6032
34565,0,0,46806
6342,0,0,12774
95521,0,0,74425
85254,0,0,37259
46806,0,-1,59991
57154,0,-1,30089
71108,0,-1,75091
81466,1,0,51809
12279,1,0,83359
21019,1,0,86410
32085,0,0,51867
89449,0,0,84381
51809,1,0,38285
83359,1,0,86195
86410,0,0,85197
51867,0,-1,92820
6566,0,-1,91201
90007,0,0,19653
87930,1,0,38966
91281,0,0,93848
22020,0,0,88716
41432,0,0,75251
19500,2,0,69812
88716,0,0,59321
75251,0,-1,94759
83159,0,-1,4215
38062,1,0,8405
7762,1,0,39955
16502,1,0,43006
88681,1,0,70400
46045,0,0,5231
59779,0,0,91764
39417,1,0,76767
76982,1,0,92571
49161,0,0,60815
5231,0,0,57893
91764,0,-1,24108
6342,0,0,12774
95521,0,0,81800
68851,0,-1,91495
89203,0,-1,55703
21253,0,0,6490
59588,2,0,89668
6490,0,0,17901
89668,0,-1,89476
58938,0,0,12241
65352,2,0,36432
57740,1,0,39483
46271,1,0,66877
87283,1,0,9644
12241,0,-1,97406
31232,0,0,9112
45444,1,0,95521
76937,0,0,68851
81403,1,0,32439
16487,0,0,43741
95243,1,0,55876
85,0,-1,95645
62607,0,0,20690
9455,0,-1,18466
46939,0,0,84378
50162,0,0,43087
84378,0,-1,33065
81466,0,0,13226
66337,1,0,98530
75077,1,0,40468
47256,1,0,67862
4620,1,0,10629
13226,0,-1,16567
5632,1,0,67143
6418,0,0,76359
81724,1,0,953
97277,0,0,86153
28599,2,0,83758
27452,0,-1,82538
59261,0,0,71773
24388,0,0,74559
31508,0,0,65327
71773,0,0,3399
74559,0,-1,81977
74735,0,-1,61637
41178,1,0,27873
27230,1,0,43071
80731,0,0,73385
8149,1,0,89868
49161,1,0,32635
27873,0,0,1240
83431,1,0,31028
74858,0,0,9262
49161,0,0,60815
43864,1,0,33787
91764,0,-1,24108
6342,0,0,12774
50210,0,-1,47154
67900,0,-1,56663
45825,2,0,94337
83864,0,-1,33158
96637,0,0,90164
26923,1,0,98003
35663,1,0,17406
63081,1,0,44800
4093,0,0,37912
90164,0,-1,60380
33093,0,0,8834
45166,1,0,95243
15546,1,0,7511
5935,0,-1,95375
5377,0,0,93319
73749,0,0,66690
6468,1,0,47862
93319,0,0,67528
66690,0,-1,85381
60698,0,0,79800
50678,0,0,75469
79800,0,-1,7585
12454,1,0,43910
43267,1,0,14347
52007,1,0,17398
24186,2,0,44792
81550,1,0,87559
43910,0,0,86697
43289,0,0,37335
93450,1,0,39601
81981,0,0,86971
17935,1,0,69144
18158,0,0,66208
37335,0,0,90953
39601,0,0,59633
86971,0,-1,95512
42023,0,0,42280
68739,0,-1,26166
55917,0,0,65558
13685,0,-1,32376
2416,2,0,93179
8046,0,-1,41579
32983,0,0,24171
58858,1,0,39139
94812,0,0,23101
87493,1,0,8272
99026,1,0,86623
28321,0,0,85749
90953,1,0,54348
15699,0,-1,23673
8681,1,0,18808
76269,0,0,8081
29873,0,0,45082
60597,1,0,15756
18808,2,0,51025
8081,0,-1,63263
64961,0,0,78760
51987,0,0,85806
83285,0,0,41250
78760,0,-1,96710
74735,0,-1,61637
73681,1,0,44024
43381,1,0,75574
52121,1,0,78625
24300,0,0,44082
81664,1,0,48786
44024,0,0,51155
78107,2,0,80943
81158,1,0,13099
46615,0,0,66680
43864,1,0,33787
91764,0,-1,24108
6342,0,0,12774
95521,0,0,74425
32984,0,-1,60261
10871,0,0,45892
48910,0,-1,77084
1751,0,-1,78968
81466,1,0,51809
12279,1,0,83359
21019,1,0,86410
32085,0,0,51867
89449,1,0,72923
51809,0,0,56407
83359,0,0,36179
4209,1,0,19798
69666,2,0,82293
74370,0,0,41939
57854,0,-1,86514
10600,0,-1,25524
81715,0,0,29831
7915,0,-1,6975
32577,0,-1,51053
50805,1,0,21148
20505,1,0,52698
29245,0,0,71377
74644,1,0,56536
2529,1,0,73774
6041,1,0,25629
46792,0,0,92346
63724,1,0,94812
87770,0,0,3574
86623,0,0,4966
20499,0,0,66432
594,0,-1,54020
33630,0,0,22981
17368,0,-1,51561
56882,0,0,36401
58861,0,-1,14867
89642,0,-1,33065
81466,0,0,59168
12279,1,0,83359
21019,1,0,86410
32085,1,0,13804
89449,0,0,12289
3428,0,-1,41034
30099,0,0,59952
42069,0,0,63701
76937,1,0,85254
6213,0,-1,59991
6842,0,-1,30089
93347,0,0,64485
16983,1,0,1363
64485,0,0,65118
27362,1,0,52240
65118,0,0,42647
52240,0,0,46920
42647,0,-1,73973
81466,1,0,51809
12279,1,0,83359
21019,1,0,86410
32085,1,0,13804
89449,1,0,72923
51809,0,0,57854
1158,0,0,19323
87353,0,0,69788
14747,0,0,65437
57514,0,0,93479
25746,0,0,85324
53737,0,-1,65074
53474,0,-1,83209
80020,0,-1,89370
77770,0,0,63007
90960,1,0,88372
63007,0,0,56105
88372,0,-1,828
45002,1,0,15345
75815,1,0,46895
68203,1,0,49946
56734,0,0,37643
95154,1,0,43864
59779,0,0,99139
46792,0,0,92346
15591,1,0,31180
21013,0,0,86904
86623,1,0,76546
34523,2,0,87006
96496,0,0,90953
39601,0,0,59633
18216,0,-1,95512
42023,0,0,42280
64864,0,-1,26166
55917,0,0,65558
13685,0,-1,32376
2416,0,-1,99071
62677,1,0,49372
32377,1,0,64570
41117,1,0,67621
29648,1,0,95015
70660,1,0,54134
49372,0,0,86697
43289,0,0,37335
93450,1,0,39601
81981,0,0,86971
17935,0,0,6354
18158,0,0,66208
37335,0,0,90953
39601,0,0,59633
86971,0,-1,95512
4762,0,-1,52708
398,0,-1,81270
85468,0,0,80000
59588,0,-1,89476
84899,1,0,55242
54599,1,0,86792
63339,0,0,73385
8149,0,0,13052
34282,0,0,5231
59779,1,0,34606
39417,1,0,76767
80342,0,-1,43755
91647,0,-1,83667
88450,0,0,85549
83112,1,0,98529
65536,1,0,244
85549,0,0,34604
40533,0,0,87627
55731,0,0,89550
34604,0,0,78238
87627,0,-1,88466
66491,0,-1,41579
96110,0,0,22704
75815,1,0,46895
68203,1,0,49946
56734,1,0,77340
97746,1,0,20107
22704,0,0,81183
46792,1,0,67790
84357,0,0,73456
56536,1,0,53515
73774,0,0,78521
81183,0,-1,62717
28599,0,0,55533
31602,0,0,80628
38624,0,0,4229
72658,0,-1,83055
79303,0,-1,10358
30509,0,0,19608
90101,0,-1,12600
82913,0,0,60111
13222,1,0,84302
5610,1,0,87353
94141,1,0,14747
35153,1,0,57514
60111,0,-1,66183
55248,0,0,8834
45166,2,0,95243
15546,1,0,7511
73750,0,0,76083
8834,1,0,30416
95243,0,0,33536
28013,0,0,55136
72658,0,-1,83055
8922,0,0,18563
66690,0,-1,85381
24167,0,0,89618
61051,0,-1,61637
45002,0,0,92937
66511,1,0,46792
2465,1,0,84357
74644,1,0,56536
2529,1,0,73774
92937,0,0,81183
46792,0,0,92346
15591,0,0,8840
8272,1,0,5251
86623,1,0,76546
32919,0,0,72682
594,0,-1,54020
81456,0,-1,5428
84285,0,0,97254
37094,0,0,20253
7355,0,0,39167
97254,0,-1,28669
69688,0,-1,13810
73681,1,0,44024
43381,1,0,75574
52121,1,0,78625
24300,1,0,6019
81664,1,0,48786
44024,0,0,51155
78107,0,0,66511
84357,0,0,73456
56536,1,0,53515
73774,0,0,9755
30373,0,-1,66867
68223,0,0,28836
63063,2,0,21431
38624,0,0,4229
72658,0,-1,83055
93319,0,0,67528
66690,0,-1,85381
2587,0,-1,7585
84899,1,0,55242
54599,1,0,86792
63339,0,0,73385
8149,1,0,89868
49161,1,0,32635
27873,0,0,1240
83431,0,0,59136
80342,0,-1,52732
57145,1,0,44588
70564,0,0,72897
88812,0,-1,3268
68609,0,0,92387
55111,1,0,70976
50282,0,-1,53106
85485,0,0,50678
60698,0,0,79800
50678,0,0,75469
79800,0,-1,7585
45002,1,0,15345
75815,1,0,46895
68203,1,0,49946
56734,1,0,77340
97746,0,0,12606
6041,1,0,25629
46792,1,0,67790
84357,0,0,73456
56536,0,0,68190
12606,0,0,96502
56863,0,0,87006
80639,0,0,44707
12938,0,-1,23673
79183,0,-1,66320
78238,0,-1,37883
71883,0,-1,18352
9374,1,0,96069
40187,1,0,11267
48927,1,0,14318
76345,0,0,7330
28560,1,0,12034
7272,0,0,6702
33654,0,0,66511
84357,0,0,4690
62862,0,-1,3087
65219,1,0,40190
68515,0,0,32431
31788,0,0,8004
74317,0,-1,48765
80431,1,0,45295
57539,0,0,31921
62764,0,-1,19074
96178,0,0,15666
88372,0,-1,828
82913,1,0,69608
30078,1,0,1158
22466,0,0,75729
94141,0,0,21206
58788,1,0,42262
21148,0,0,34961
46792,1,0,67790
87717,0,-1,74989
83994,0,-1,4169
24593,1,0,15916
44479,1,0,45187
65536,0,0,15904
80431,0,0,2453
57539,0,0,31921
15904,0,0,25545
2453,0,-1,37883
50861,0,-1,18352
9374,1,0,96069
40187,0,0,1561
60130,1,0,41873
87548,1,0,69267
28560,0,0,68484
97025,1,0,83501
30201,0,0,85985
15591,1,0,31180
87770,1,0,45862
39631,0,-1,64762
59469,0,0,13447
40016,2,0,96379
69370,0,0,21060
42751,0,0,3834
13447,0,0,1866
96379,0,-1,12893
98697,0,-1,82619
83473,0,-1,5972
31761,1,0,2104
1461,0,0,28950
56203,0,0,80342
83621,1,0,49161
95154,1,0,43864
59779,0,0,91764
28950,0,0,86263
80342,0,-1,43755
64520,1,0,90850
61587,1,0,51510
96187,0,-1,95615
36048,0,-1,15567
44609,1,0,45341
34620,0,0,86008
92190,0,0,29305
86008,0,0,99807
29305,0,-1,51174
84899,1,0,55242
54599,1,0,86792
63339,1,0,28730
35518,0,0,27931
49161,0,0,68101
51881,0,0,34961
46792,1,0,67790
84357,1,0,99946
31628,0,-1,60050
38039,0,-1,2206
69043,0,0,18098
11222,0,0,4171
82265,1,0,5049
18098,0,0,94695
4171,0,-1,94759
84369,0,0,17286
60992,0,0,27782
17286,0,-1,4215
81466,0,0,59168
12279,1,0,83359
21019,1,0,86410
32085,1,0,13804
89449,1,0,72923
59168,0,-1,44243
16956,0,0,13090
95207,1,0,90984
26700,0,0,97909
44794,1,0,56967
76744,0,-1,48286
43364,0,0,26328
4412,0,0,9233
57336,0,0,3293
81815,0,0,1303
9233,0,0,46416
3293,0,-1,48641
19608,0,-1,73973
96637,1,0,66980
66337,1,0,98530
75077,0,0,35692
70456,1,0,35823
11468,1,0,94942
90180,1,0,60304
5378,1,0,8214
35692,0,-1,90798
80078,0,0,59893
13323,0,0,10816
16810,0,0,12944
60597,0,0,28166
85637,0,0,35808
10816,0,0,76269
12944,0,-1,55252
94247,0,-1,75186
39920,0,-1,51174
81538,1,0,51881
12351,1,0,83431
4739,1,0,86482
93270,1,0,13876
34282,1,0,56643
51881,0,0,34961
